last_name,first_name,gender,country,month,year,job,payment,rating
Jones,Tony,male,Greece,10,2021,Secondary school teacher,1978.75,7.7
Miller,Paul,male,Australia,8,2022,Music tutor,1941.11,9.3
White,William,male,Ghana,3,2021,Media buyer,1954.97,5.9
Smith,Stephen,male,Cape Verde,6,2021,Secondary school teacher,2156.5,10.0
Strong,Thomas,male,Albania,6,2022,Advertising account executive,1985.71,6.2
Mooney,Brian,male,Albania,7,2022,Advertising account executive,2133.78,9.9
Stanley,James,male,Seychelles,12,2023,Advertising account executive,2055.92,7.4
Patrick,Robert,male,Seychelles,11,2020,Secondary school teacher,2063.78,5.5
Todd,Sean,female,Albania,3,2022,Media buyer,1983.62,6.8
Silva,Jon,female,Seychelles,10,2020,Media buyer,2067.18,5.5
Martin,John,male,Albania,1,2022,Advertising account executive,1917.09,8.9
Hinton,Richard,male,Australia,7,2021,Secondary school teacher,1910.48,9.3
Moore,Jonathan,female,Cape Verde,12,2020,Secondary school teacher,2000.74,9.6
Neal,Christopher,male,Cape Verde,12,2021,Community development worker,1998.29,10.0
Rodriguez,Andre,female,Australia,1,2021,Advertising account executive,2086.46,9.4
Flowers,William,male,Albania,9,2022,Community development worker,2091.14,6.2
Adams,Gregory,male,Albania,7,2023,Music tutor,1946.67,5.3
Silva,Steven,male,Australia,6,2020,Mental health nurse,2064.84,9.4
Chang,Patrick,female,Greece,12,2020,Community development worker,2037.36,7.7
Smith,Andrew,male,Greece,4,2022,Community development worker,1851.65,9.9
Gonzalez,Terry,female,Seychelles,6,2022,Mental health nurse,1906.7,8.2
Hickman,Daniel,female,Cape Verde,9,2020,Advertising account executive,2139.43,10.0
Robbins,Bryan,male,Greece,4,2020,Mental health nurse,1947.65,8.5
Thornton,John,male,Seychelles,12,2022,Secondary school teacher,1977.37,9.9
Cooper,David,male,Ghana,1,2021,Music tutor,1886.19,9.4
Lewis,Thomas,female,Seychelles,8,2022,Advertising account executive,2120.63,6.9
Myers,Kenneth,male,Ghana,5,2020,Media buyer,2025.1,6.9
Jackson,Christopher,female,Albania,7,2022,Advertising account executive,2113.12,7.5
Friedman,Aaron,male,Ghana,7,2022,Media buyer,1854.8,6.9
Caldwell,Jon,male,Seychelles,3,2022,Community development worker,2042.9,8.7
Brooks,Steven,male,Greece,3,2023,Music tutor,2095.27,9.5
Fry,Joseph,male,Albania,10,2023,Media buyer,2029.95,9.1
Gallagher,Bobby,male,Andorra,1,2021,Advertising account executive,2038.15,6.9
Morgan,Kenneth,male,Albania,4,2022,Mental health nurse,1950.11,8.0
Cortez,Carlos,male,Greece,1,2023,Media buyer,2030.77,8.6
Peck,James,male,Albania,5,2022,Media buyer,2017.04,8.4
Jones,John,male,Australia,5,2022,Community development worker,1988.17,9.3
Cruz,Walter,female,Greece,7,2022,Music tutor,2015.16,7.9
Fleming,John,male,Seychelles,10,2021,Community development worker,1855.1,8.1
Holt,Christopher,male,Ghana,12,2023,Mental health nurse,2029.1,8.0
Rivera,Dalton,male,Australia,3,2020,Mental health nurse,2104.82,5.3
Silva,Christopher,male,Seychelles,5,2022,Mental health nurse,1819.5,7.6
Burton,Christopher,male,Ghana,10,2021,Media buyer,1988.3,9.1
Mann,Peter,male,Albania,6,2022,Secondary school teacher,2028.07,9.8
Bradley,Donald,male,Australia,11,2023,Media buyer,2111.58,6.0
Turner,John,male,Australia,2,2022,Advertising account executive,2183.85,9.6
Santos,Eric,male,Cape Verde,9,2022,Community development worker,2141.24,8.4
King,Brian,male,Cape Verde,5,2022,Community development worker,2009.37,10.0
Lewis,Tony,male,Ghana,9,2021,Media buyer,2152.19,8.0
Ruiz,Mark,male,Greece,12,2021,Secondary school teacher,1909.14,5.9
Heath,Caleb,male,Australia,8,2020,Media buyer,1793.99,5.5
Bailey,Patrick,male,Greece,6,2023,Community development worker,1961.35,7.7
Montoya,Keith,male,Cape Verde,10,2023,Secondary school teacher,2076.74,7.7
Williams,Mark,male,Seychelles,2,2021,Music tutor,2118.4,8.9
Juarez,Charles,male,Cape Verde,2,2020,Mental health nurse,1890.9,9.4
Villegas,Michael,female,Seychelles,8,2020,Music tutor,1912.07,7.4
Vargas,Jordan,male,Cape Verde,5,2021,Music tutor,2154.7,10.0
Caldwell,Kevin,male,Andorra,2,2020,Mental health nurse,1864.41,9.7
Calhoun,Michael,male,Albania,8,2023,Mental health nurse,2024.34,7.2
Edwards,Richard,male,Australia,6,2022,Media buyer,2045.94,5.9
Stokes,Jacob,male,Australia,7,2022,Advertising account executive,2056.95,9.9
Collins,Reginald,male,Albania,1,2023,Advertising account executive,1903.96,9.6
Friedman,Terry,female,Greece,12,2023,Music tutor,2173.24,7.9
Willis,Alan,male,Greece,7,2023,Advertising account executive,2007.15,5.0
Nolan,Wesley,female,Cape Verde,6,2020,Secondary school teacher,1848.1,7.8
Gutierrez,James,male,Andorra,7,2022,Media buyer,1972.17,5.6
Reid,Edward,male,Greece,6,2020,Community development worker,2068.56,5.4
Garcia,Christopher,female,Albania,5,2020,Advertising account executive,1971.77,8.0
Jefferson,Dennis,male,Australia,7,2022,Media buyer,2181.81,9.1
Mendoza,Troy,male,Australia,6,2021,Media buyer,1888.31,9.4
Davis,Justin,male,Albania,8,2021,Community development worker,1859.6,5.7
Anderson,Scott,male,Andorra,5,2020,Mental health nurse,2001.63,8.4
Thomas,Ryan,female,Seychelles,11,2023,Community development worker,2145.74,7.8
Blair,Cameron,female,Seychelles,10,2021,Media buyer,1929.37,7.8
Roberts,Matthew,male,Albania,7,2020,Community development worker,1951.68,9.8
Peterson,Sean,male,Andorra,2,2020,Music tutor,2174.74,5.1
Clark,Larry,male,Albania,1,2021,Advertising account executive,1868.4,7.1
Holland,Derek,male,Australia,4,2023,Mental health nurse,2107.87,6.8
Smith,Ryan,male,Cape Verde,4,2022,Mental health nurse,1990.24,10.0
Roy,Justin,male,Albania,8,2020,Community development worker,2258.02,5.4
Campbell,John,female,Andorra,10,2021,Mental health nurse,2123.67,7.9
Sharp,Tyler,male,Greece,11,2022,Community development worker,2239.24,6.6
Cole,Jay,male,Cape Verde,7,2020,Music tutor,1817.78,8.0
Massey,Robert,male,Ghana,7,2023,Advertising account executive,2075.7,7.4
Pineda,Charles,male,Albania,10,2023,Media buyer,2055.2,9.1
Davis,Joseph,male,Cape Verde,4,2022,Music tutor,1959.85,8.7
Wallace,Eric,male,Greece,9,2020,Music tutor,2093.1,7.5
Harvey,William,male,Cape Verde,11,2020,Advertising account executive,1974.13,8.4
Kim,Isaiah,male,Greece,1,2020,Advertising account executive,2123.87,7.2
Barnes,Wesley,male,Cape Verde,10,2020,Media buyer,2012.63,8.1
Glover,Ryan,male,Greece,3,2023,Secondary school teacher,2104.12,9.7
Williams,Christopher,male,Albania,8,2020,Media buyer,2103.34,8.0
Ruiz,Victor,male,Cape Verde,5,2023,Mental health nurse,1930.38,9.3
Nelson,Jacob,male,Cape Verde,1,2020,Advertising account executive,1883.76,9.9
Leach,Timothy,female,Ghana,3,2023,Community development worker,1984.24,5.0
Castro,James,male,Cape Verde,9,2022,Mental health nurse,1877.74,8.0
Lang,William,male,Australia,1,2023,Media buyer,1985.07,7.8
Moore,Jason,male,Ghana,7,2022,Advertising account executive,1995.94,6.5
Butler,John,male,Cape Verde,3,2020,Advertising account executive,1818.58,9.4
Cooper,George,male,Australia,12,2022,Media buyer,2209.4,7.2
Gray,Jeffery,male,Cape Verde,12,2022,Media buyer,2142.3,8.4
Mason,Timothy,male,Albania,12,2020,Community development worker,1883.43,9.4
Galvan,George,male,Seychelles,3,2023,Mental health nurse,1924.89,7.3
